lat,lon,user_class,demand_mbps
30.259724315452196,120.16131073742044,heavy,16
23.2400049213902,114.69223274728164,heavy,25
23.12051187323969,113.27473169993843,light,4
31.188644595378037,121.31958316840846,light,1
32.03457509763303,118.70735281129815,moderate,6
23.145490797331462,113.25498803392864,light,5
30.17644562995339,120.19153082981735,light,1
24.28751751304886,116.14049540099263,light,5
32.15206327727375,119.00082060290305,moderate,7
23.11287710569187,113.41822300823326,light,4
30.82869272431245,121.2212998858935,light,3
22.544628504282446,114.06539753026205,moderate,7
31.44540614632169,120.88753875297803,light,4
25.546500570557345,119.27381337474694,heavy,13
31.846765954662185,117.2720664703502,moderate,6
22.796214545553457,113.53732003186572,heavy,19
31.24095591493173,121.49531442849897,moderate,10
23.210001038241018,113.32345805497626,light,3
29.634254513266846,106.49049068958101,light,2
30.25689794327677,120.09322225187192,moderate,10
30.184537200790608,120.19889676778956,moderate,10
30.29035810536072,120.21058976837926,light,1
22.979516377654168,113.43218009510201,heavy,16
23.40930003707565,113.22677482057209,moderate,9
30.628974490460646,114.33911135597161,heavy,25
23.181426432713526,113.50404176988592,light,1
29.9389625381116,121.5166803682067,light,4
40.884105522222896,121.01364104684664,moderate,9
42.01956115742809,122.9502280307798,light,3
23.41994259180985,113.47665101497883,moderate,10
22.776029965891194,113.58173331534084,light,4
24.268995131789197,116.17277114352862,heavy,27
31.17272493373667,121.77739046654042,light,1
23.01904700722691,113.27309271533565,light,2
22.909181464233328,113.26533015889021,moderate,7
23.297110400423797,113.73796022235892,moderate,10
22.996450411099268,113.43121302403071,light,5
23.004413726351146,113.30716729169067,light,2
23.161486342228788,113.32038367201868,moderate,10
31.195674067688607,121.38453769651623,moderate,7
40.199679661792445,120.19233039360918,moderate,10
22.97574939288371,113.44504251186082,light,5
43.810715258217726,125.27938069318337,light,4
23.401088725099182,113.43331334336008,heavy,15
31.851695670955046,117.29036303442248,light,3
23.1224054685561,113.27679870097506,light,2
23.111309110637762,113.2352113507264,moderate,8
30.601454250624773,114.32525736776215,moderate,8
23.02232205447835,113.30164360273695,moderate,7
29.96923278138094,102.98539798482389,light,1
23.080125741881286,113.24324329978815,light,5
23.369671667197224,113.23781991933443,light,1
30.130499260749854,120.41701865625716,heavy,19
22.544722770264563,114.10698832849977,light,2
30.60259741007863,104.01018820600709,light,4
30.927975581382295,121.50263244977641,heavy,14
31.841775398686025,117.28992904812236,moderate,10
30.18267719760043,120.18829970519387,moderate,7
41.35321810008228,121.92447495462564,heavy,18
30.927867075457115,121.68516924818981,heavy,23
