lat,lon,population,user_class,demand_mbps
35.91208336519655,-85.83041634325556,10.420291,light,4
34.07875003919655,-117.73041621565557,3689.1885,light,1
28.037083396696545,-82.43874969015557,2656.285,heavy,26
41.81208334159655,-87.67208300255557,8070.09,moderate,7
29.995416722196545,-90.17208299255557,5133.8574,light,1
61.17041659749655,-149.85541608715556,3725.795,light,3
39.80375001629655,-105.16374959925557,329.08694,light,3
40.54541667999655,-79.97208303335557,1001.63855,heavy,26
35.62875003299655,-118.37208287975557,570.899,light,2
35.187083368096545,-80.70541636375557,1300.2524,moderate,9
29.92875005579655,-90.00541632655558,1712.3347,moderate,6
35.81208336559655,-94.08041631025557,2.4669757,heavy,20
35.103750035096546,-106.73874959295557,1648.9298,light,2
33.370416708696546,-96.78041629945557,24.069431,light,3
41.45375000969655,-73.49708305925557,887.6763,light,5
42.37041667269655,-88.35541633315557,1218.7592,moderate,9
39.062083352596545,-94.53874964175557,2149.218,heavy,12
45.537083326696546,-122.78041619545557,2120.551,light,1
38.40375002189655,-121.40541620095557,293.63208,light,1
41.41208334319655,-92.88874964835557,29.662857,light,5
41.887083341296545,-87.63041633605557,6927.1997,moderate,8
39.978750015596546,-75.83874971655557,1721.3718,light,3
41.99541667419655,-76.51374971385557,253.43684,light,5
35.26208336779655,-80.84708302985557,2155.6643,moderate,6
33.820416706896545,-84.22208301635557,1458.0326,light,3
43.92041666649655,-88.72208299835557,10.610872,light,1
41.787083341696544,-91.61374965345557,118.24741,light,5
39.887083349296546,-83.44708301945558,1408.602,moderate,10
36.76208336179655,-76.20541638175557,1653.207,light,3
35.103750035096546,-90.04708299305557,1768.8701,heavy,15
33.38708337529655,-111.75541623955557,2599.9888,heavy,24
41.787083341696544,-72.71374972905556,513.4944,light,5
33.645416707596546,-112.41374957025558,1030.2184,light,1
34.420416704496546,-109.63041624805557,21.14089,moderate,10
28.512083394796548,-81.38874969435557,1008.7727,light,3
41.67041667549655,-88.53874966575557,2863.3755,light,5
39.84541668279655,-105.04708293305558,4919.248,heavy,16
40.420416680496544,-91.39708298765557,683.11975,light,3
39.72875001659655,-84.13041635005557,1582.4712,light,1
33.75375004049655,-84.28041634945556,983.0327,heavy,17
42.162083340196546,-75.54708305105557,9.1364565,light,4
30.21208338799655,-92.07208298495557,2720.4363,light,5
38.82875002019655,-77.46374971005557,872.1827,moderate,7
40.77875001239654,-79.78041636745557,194.07272,light,2
39.22875001859655,-85.88874967635557,803.66205,light,2
37.88708335729655,-86.07208300895557,184.6551,light,3
34.828750036196546,-84.76374968085557,390.2296,light,3
44.96208332899655,-124.01374952385558,960.17865,moderate,6
29.545416723996546,-81.23041636165557,889.6974,moderate,6
36.03708336469655,-80.33041636525557,254.12637,heavy,22
41.345416676796546,-80.73041636365556,53.78079,heavy,15
39.82875001619655,-86.03041634245557,1145.3903,light,1
45.84541665879655,-119.24708287625558,63.952435,heavy,15
28.503750061496547,-81.30541636135557,2832.442,light,1
29.34541672479655,-96.35541630115557,13.56668,light,3
38.50375002149655,-107.85541625515557,125.08205,light,4
37.80375002429655,-122.23874953095557,5454.463,light,2
36.35375003009655,-105.59708293085558,388.68713,light,1
37.00375002749655,-101.90541627895557,809.39886,light,3
41.253750010496546,-80.81374969665556,787.4415,light,1
34.07041670589655,-117.72208288235558,4082.2527,heavy,23
41.38708334329655,-86.43874967415557,20.21902,light,4
32.87875004399655,-96.71374963305557,2549.8958,heavy,16
42.92041667049655,-85.58874967755557,1892.2697,moderate,9
40.67875001279655,-79.52208303515557,73.059494,light,4
41.12041667769655,-80.33041636525557,1744.5399,light,5
39.99541668219655,-83.15541635395557,3085.7498,light,5
34.595416703796545,-92.52208298315557,142.55658,moderate,10
33.67875004079655,-116.31374955465557,894.6576,light,4
42.84541667079655,-92.10541631815558,474.50934,heavy,13
35.70375003269655,-120.61374953745558,43.901684,light,5
41.35375001009655,-81.69708302645557,914.1567,light,3
39.05375001929655,-85.67208301055557,35.750656,moderate,8
38.98708335289655,-92.32208298395557,1413.5967,heavy,28
35.62041669969655,-77.41374971025557,1199.8562,heavy,15
33.362083375396544,-112.07208290495556,2457.8608,moderate,10
35.45375003369655,-80.85541636315557,1399.9935,light,2
31.70375004869655,-98.98874962395557,1568.4769,light,5
38.96208335299655,-84.67208301455557,1707.9506,light,1
41.27041667709655,-73.11374972745557,639.3742,light,1
30.17041672149655,-83.59708301885557,136.7378,light,2
37.75375002449655,-122.41374953025557,17499.393,light,4
41.17041667749655,-81.40541636095557,1199.9082,light,2
35.653750032896546,-84.57208301495557,46.43944,moderate,8
26.487083402896545,-81.95541635875557,221.64157,light,3
41.63708334229655,-93.60541631215557,1690.7073,heavy,14
28.303750062296544,-81.44708302745556,1566.2788,moderate,10
44.895416662596546,-93.52208297915557,1116.4375,moderate,10
41.22875001059655,-73.98874972395556,1471.9664,heavy,15
40.520416680096545,-80.88041636305557,560.5628,heavy,28
32.42875004579655,-86.66374967325557,81.66892,moderate,8
32.02875004739655,-81.03041636245557,483.36353,moderate,6
39.76208334979655,-86.13874967535557,912.96643,light,2
47.59541665179655,-122.04708286505557,428.31873,moderate,6
26.83708340149655,-81.12208302875557,1064.2526,moderate,6
42.90375000389655,-71.48041640065557,673.71136,heavy,24
