lat,lon,population,user_class,demand_mbps
52.41833332550417,9.742499976324346,19.767662,light,4
53.51333332114526,10.08666664162674,25.73287,moderate,7
52.30249999263194,7.954999983409992,7.4362836,light,1
49.86833333565505,8.649999980655014,28.760902,light,1
52.24166665954077,8.620833314103963,7.165853,moderate,7
48.72250000688298,9.132499978742384,27.211813,moderate,9
47.671666677732745,9.154999978653196,36.768307,light,3
48.76083334006372,11.434999969615284,11.633128,light,1
53.045833323006256,8.741666646958315,20.05339,light,3
47.637500011202086,13.010833296702016,19.09606,light,4
52.46583332531509,13.39249996185576,39.519108,light,4
49.56750000351926,10.89333330509578,18.747456,moderate,8
53.28583332205088,10.45333330683994,12.455239,heavy,18
48.76750000670385,11.391666636453722,8.092915,heavy,19
47.614166677961634,7.664166651229521,32.687378,light,4
49.23166667152279,7.256666652844849,9.565169,light,5
49.56583333685923,11.006666637979862,18.455994,light,4
53.95499998605377,10.88749997178557,10.084276,moderate,9
52.02749999372664,11.729166635115874,6.3984065,heavy,21
48.83083333978507,10.43916664022943,7.140103,moderate,9
53.24166665556003,8.158333315937313,6.3385043,light,3
49.39250000421589,8.681666647196154,21.648493,light,4
48.785000006634185,9.183333311874216,38.15738,light,4
53.07999998953692,8.884999979723474,17.513578,light,3
52.01749999376645,11.134999970804484,5.137844,light,1
49.59500000340979,8.740833313628285,12.660127,moderate,7
47.671666677732745,9.384166644411446,17.198404,light,4
51.501666662486514,7.51999998513433,25.198107,light,5
52.6016666581077,10.53666663984294,7.8781466,moderate,6
54.32083331793082,10.33749997396577,5.751545,light,1
50.73666666553178,7.142499986630739,15.859273,moderate,8
47.95666667659823,10.117499974837848,6.1384487,light,3
50.78249999868267,7.078333320218428,10.865242,moderate,7
52.52166665842616,13.174999962717928,34.88558,heavy,15
49.19666667166212,7.134999986660469,6.4690485,light,2
50.11916666798989,8.641666647354715,38.39649,light,4
51.0441666643077,7.104166653449359,13.987316,light,1
51.35833332972376,7.46249998536226,26.562908,light,2
48.69250000700241,10.132499974778389,14.549591,light,3
51.27999999670224,6.366666656372807,9.874945,light,2
53.5099999878252,9.831666642637558,15.693862,light,2
48.1416666758618,12.386666632509543,3.0208771,light,1
53.50666665450514,9.569166643678106,15.868252,light,4
50.23583333419214,8.869999979782934,13.098949,moderate,7
53.62333332070738,10.135833308098508,25.121006,light,5
54.10083331880658,13.343333295383989,8.138463,light,1
50.836666665133706,6.740833321556278,14.760854,light,5
51.10583333072889,7.018333320456269,24.355234,light,5
52.41583332551412,9.797499976106328,23.089092,light,4
48.21000000892311,12.874166630577095,3.1948512,heavy,12
53.6499999872679,9.926666642260978,19.01305,heavy,15
48.13750000921171,11.629166635512274,56.664314,light,3
51.37833332964414,6.432499989445176,8.379014,light,4
51.6774999951199,8.648333313994954,3.941401,light,2
51.89666666091412,10.52749997321261,9.33926,moderate,7
52.57166665822712,13.562499961181878,32.333878,light,4
51.85499999441332,12.879166630557275,1.79577,heavy,14
50.16333333448074,7.64499998463883,9.861315,light,5
49.84666666907464,6.469999989296527,4.766677,light,5
49.46083333727721,8.440833314817484,17.217182,light,1
53.601666654126966,9.830833309307527,23.412334,heavy,29
52.56666665824703,13.56916662782212,31.625835,light,4
54.305833317990526,13.088333296394808,7.0942683,light,4
48.69500000699245,8.989166645977225,16.761652,heavy,14
50.90583333152504,13.047499963223338,10.310254,light,3
48.94333333933724,8.574166647622285,13.765943,light,4
50.64833333255008,7.226666652963769,21.069233,light,5
53.54083332103579,7.947499983439721,10.988682,moderate,9
49.72833333621236,9.221666645055596,12.623458,heavy,12
51.04749999762777,12.704999964581006,4.6298804,moderate,7
48.77250000668395,9.119999978791936,17.13879,moderate,9
48.37416667493628,10.86083330522461,33.06571,moderate,6
50.78083333202263,7.267499986135239,21.96549,light,1
52.51166665846597,13.57749996112242,18.240318,moderate,9
50.628333332629694,8.588333314232793,10.8333645,light,1
51.819999994552646,12.632499964868396,2.345957,light,2
48.352500008355854,10.898333305075962,34.857235,moderate,8
52.31333332592215,10.004999975283798,8.22536,heavy,24
49.138333338561,8.230833315649923,8.862588,light,2
51.12083333066918,13.732499960508,16.282808,heavy,16
47.96833334321845,11.302499970140513,9.343667,heavy,22
54.569166650275605,9.591666643588916,4.522073,moderate,7
52.25333332616099,9.964166642112328,10.433386,heavy,30
51.30749999659277,9.564166643697927,11.551516,light,5
52.57333332488716,13.33083329543354,38.75889,light,3
53.75499998684992,9.679999976572097,22.1516,moderate,10
50.76916666540241,12.363333299268705,5.647886,moderate,9
51.67083332847977,7.696666651100691,10.805834,heavy,14
51.43166666276517,6.801666654648468,19.673956,moderate,6
48.90583333948651,12.809166630834756,10.060655,light,2
50.6183333326695,9.115833312141785,8.011119,light,5
49.279166671333705,7.155833319911219,11.167426,light,5
49.11416667199053,9.779166642845668,12.9108305,moderate,7
49.89000000223548,8.946666646145694,12.661775,heavy,16
52.074166660207545,8.668333313915674,7.2818604,heavy,30
48.99750000578828,12.069999967098145,20.883633,light,2
47.87000001027656,12.788333297584009,6.989064,heavy,17
47.76083334404446,10.36583330718679,9.94076,heavy,24
50.35666666704447,8.753333313578734,22.816856,heavy,25
51.41916666281492,12.169166633371717,3.2398345,heavy,22
51.59749999543836,7.211666653023229,16.063639,light,3
50.37583333363483,7.28083331941572,7.2964993,moderate,6
51.84916666110321,9.144999978692836,6.7045493,light,1
51.24333333018154,6.712499988335257,16.193995,light,4
54.05416665232568,10.53166663986276,10.945797,moderate,6
52.44166665874462,13.58999996107287,34.618874,heavy,20
52.62666665800818,10.07333330834626,11.038088,light,1
50.65083333254013,7.18083331981212,12.43404,moderate,8
50.7116666656313,6.909166654222338,10.220541,light,4
49.28666667130385,8.733333313658015,18.15324,light,2
52.47999999192536,13.50833329472993,27.653082,light,4
48.57166667415008,8.761666646879034,10.913015,light,3
50.71416666562135,10.425833306948949,9.674722,light,1
50.57749999949871,7.3024999859965,9.383949,light,2
53.54999998766597,9.905833309010228,26.690622,moderate,7
48.35333334168588,11.913333301052504,9.2336035,light,5
47.822500010465646,11.991666634075324,4.738715,light,1
49.96000000195682,8.012499983182062,15.755266,light,1
48.29083334193467,11.575833302390354,25.576971,moderate,6
48.65416667382166,9.456666644124056,19.435965,moderate,6
50.80416666526308,7.075833320228339,5.0726047,moderate,8
48.87500000627592,8.277499982131602,17.462118,moderate,8
48.50916667439888,9.219166645065506,26.318674,light,2
50.04416666828844,8.543333314411173,31.569027,moderate,8
54.01249998582488,9.028333312488634,3.377038,moderate,8
52.39083332561364,13.099166629685197,36.464813,light,3
52.45916665867496,13.459999961588188,24.074717,light,3
50.66249999916035,13.315833295493,7.112801,moderate,8
48.66416667378186,11.973333300814664,3.842585,heavy,26
52.56916665823708,13.29999996222243,34.686493,light,2
52.181666659779616,11.26083330363901,3.1782134,light,1
53.79083332004061,10.064166641715929,6.125054,moderate,7
48.43750000801749,9.079999978950497,7.2580295,light,4
49.33166667112472,11.441666636255524,10.176448,moderate,8
49.23583333817288,6.975833320624739,22.413689,heavy,30
50.15833333450064,9.191666645174514,11.031255,heavy,25
51.527499995717015,7.2191666529935,23.633093,light,5
51.23583333021139,12.722499964511638,13.744129,heavy,28
50.97749999790642,11.010833304630012,22.043512,light,5
52.22416665961043,10.25583330762283,7.100132,light,1
52.42333332548427,13.425833295056956,31.569012,light,2
48.36750000829615,10.87833330515524,36.846294,moderate,10
48.156666675802086,11.447499969565731,30.032871,heavy,30
51.00333333113692,12.447499965601736,9.399013,light,3
52.20249999303002,7.183333319802209,11.803112,light,1
50.85499999839406,6.632499988652378,17.045122,heavy,13
52.50499999182584,13.52666662799059,12.461537,moderate,7
50.81999999853338,8.776666646819574,23.565067,light,1
